job_title,job_location,company_name,job_summary,post_date,extract_date,job_salary,posting_url,description_text,keywords
Full Stack Web Development Opportunity - Work from Home,"Manchester, NH",Performance,"Competitive hourly rates and Medical/Dental/Vision benefits are available.
During the COVID-19 pandemic, our engineers are working from home.",2 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=58985172c7b5f8b6&fccid=dd616958bd9ddc12&vjs=3,"Job Description:. . Performance Software is a medium-sized company with a great work/life balance, specializing in providing innovative embedded software to our client companies. We are looking for passionate Software Engineers who have done significant development work with Full Stack Web development. These are contract hourly positions that are expected to last over a year. Competitive hourly rates and Medical/Dental/Vision benefits are available.. . During the COVID-19 pandemic, our engineers are working from home.. . . Job Requirements:. . Significant Full Stack Web development experience. U. S. Citizenship. Experience with some of the following: Python, NodeJS, Java, Full Stack Dev, Cloud Dev, prefer Azure. Good verbal and written communication skills. Highly motivated and self-starting attitude. BS or advanced degree in Computer Science, Computer Engineering, Electrical Engineering, or Computer Systems Engineering or equivalent development experience. . About Performance:. Performance Software Corporation is engaged in the design of Real-time Embedded Software and Hardware. This includes Avionics and Space Exploration applications such as Synthetic Vision Cockpit Displays, Flight Management System Guidance and Navigation, Platforms, and Datalink Applications. Our customers are both Commercial and Defense-related avionics and rocketry suppliers/manufacturers. We have locations in Phoenix, AZ, New Orleans, LA, Grand Rapids, MI, Clearwater, FL, Bothell, WA, and Cedar Rapids, IA. We have been in business since 1998 and have been awarded INC Magazine 5000 Fastest Growing Companies and Best Places to Work for multiple years.. . To learn more about us: https://www.psware.com/careers/. . Performance Software Corporation is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, or genetic information. Performance Software Corporation is committed to providing access, equal opportunity and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. If you need reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please discuss this with your recruiter if you are selected for an interview.","['full stack dev', 'providing innovative embedded software', 'medical/dental/vision benefits', 'perform essential job functions', 'done significant development work', 'full stack web development', 'great work/life balance', 'real-time embedded software', 'synthetic vision cockpit displays', 'flight management system guidance']"
"Senior Software Engineer, SDKs","Nashua, NH",Episerver,"Our solution makes it easy for developers to experiment across all channels (e.g. Web, Mobile, OTT, and Server-Side) as well as use Feature Flags to control…",6 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=19e8b69221fc5492&fccid=33cb3d5d606b6d6b&vjs=3,"We have recently launched a new Developer focused Experimentation product called FullStack to enable Developers and Product teams to experiment and safely release features anywhere in their application stack. The Developer Experience SDK Engineering team builds Developer SDKs for this product that powers hundreds of millions of unique user experiences such as on-boarding flows, search algorithms, pricing tests that go beyond A/B testing. Our solution makes it easy for developers to experiment across all channels (e.g. Web, Mobile, OTT, and Server-Side) as well as use Feature Flags to control rollouts of changes/features in customers’ applications.. This is one of the fastest growing products in our portfolio, and your contribution and impact will help us dominate the market! You will be integral in helping us build and grow the Platform. Our engineers have the opportunity to master many languages and tech stacks. This is a very exciting time to join an early, fast growing product line and help shape its future.. What you’ll be doing:. You’ll be working with the Product and the Engineering team to identify and contribute major features and enhancements to the SDK Platform.. Collaborate with other members of the team to define consistent and clear interfaces, abstractions and implementations of critical features.. This is a developer focused product, so you’ll work closely with our Developer Evangelist to identify ways to incorporate feedback and make it more successful!. What’s in it for you?. The SDK platform spans multiple programming languages and technical stacks, so you’ll have an opportunity to learn and contribute to many of them.. Opportunity to join and shape a fast growing product line with the real opportunity to significantly impact key business metrics for the Company.. Qualifications. 2 + years of strong development experience in Go, Java, and Javascript.. Passion for building creative products for Developers around the world to be successful.. Experience building SDKs in other products would be a huge plus!","['building creative products', 'unique user experiences', 'on-boarding flows', 'use feature flags', 'strong development experience', 'experience building sdks', 'fastest growing products', 'fast growing product line', 'safely release features anywhere', 'significantly impact key business metrics']"
Release Engineer - MeetingPoint Videoconferencing Server,"Nashua, NH",White Pine Software,"Successful candidates must have a minimum of 5 years release engineering and software engineering experience.
Familiarity with ClearCase or Java is a plus.",4 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=ed1577fe0d84d873&fccid=47f4e5671e714133&vjs=3,"To apply for any of these positions, please send your resume and salary requirements to:. E-mail: hr@wpine.com.  . Fax: 603.883.7920.  . U.S. Mail:. White Pine Software. 542 Amherst Street. Nashua, New Hampshire 03063. ATTN: Human Resources. . White Pine Software offers a competitive wage and benefits package, excellent opportunities for growth, and a chance to work with the latest technology. White Pine Software is an equal opportunity employer with a corporate commitment to diversity. White Pine is looking for a release engineer for its MeetingPoint Videoconferencing Server product. Successful candidates must have a minimum of 5 years release engineering and software engineering experience. Knowledge of Install Shield, Visual Source Safe, Perl, shell scripts, C / C++, Windows / Windows NT, UNIX environments and administration is also a must. Familiarity with ClearCase or Java is a plus.. . This position will enable the candidate to engineer release procedures, installers, automate builds, and program for MeetingPoint, White Pine's award-winning videoconferencing server, and expose the candidate to networked multimedia, flow control, and network / user management concepts, as well as the latest Internet, videoconferencing, and networking technologies.","['5 years release engineering', 'white pine software', 'equal opportunity employer', 'visual source safe', 'windows / windows nt', 'software engineering experience', 'white pine software offers', 'meetingpoint videoconferencing server product', 'award-winning videoconferencing server', 'network / user management concepts']"
Web Developer,"Salem, NH",Extreme Networks,"You will work closely with our learning and development, marketers, and other internal stakeholders to bring to life sales enablement, product information,…",13 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=5ddcaacfd1c76b0a&fccid=3c1ccc4616711149&vjs=3,"Web Developer. . There has never been a better time to join Extreme, after three acquisitions extending our portfolio and go to market strategy, we have seen enormous opportunity and growth within the region. Aside from being a Technology Leader in the Gartner Magic Quadrant, we also adamantly promote an internal culture that truly embraces diversity, inclusion and equality in the workplace. Having Diversity and Inclusion as part of our core values and beliefs, we’re proud to foster an environment where every Extreme employee can thrive because of their differences, not despite them.. . Regularly attend coding meetings, or hackathons?. Do unnecessary hashtags give you nightmares?. If you happen to have a plethora of ideas and need a place to try them out on the web, Extreme Networks might be your next career destination.. . We are seeking a web developer to work on our LMS sites and other projects as needed. This role is expected to bring an eye for design, along with practical web development abilities. You will work closely with our learning and development, marketers, and other internal stakeholders to bring to life sales enablement, product information, collateral, and other website content, via the code you write.. . Responsibilities:. The Web Developer will be responsible for both back-end and front-end development in a WordPress environment. This position requires a combination of programming skills (namely PHP, HTML5, CSS3, and JavaScript) and substantial prior experience working with WordPress, as well as a strong understanding of responsive design, industry trends, and content management systems. Also, an understanding of the entire web development process, including design, development, and deployment is preferred. Maintaining and improving existing codebase comprised of themes and plugins, as well as designing and developing new features and functionality. Proven work experience as a WordPress Developer – preferably 5+ years. Good understanding of PHP, HTML5, CSS3, JavaScript, jQuery and SQL. WordPress Plugins: LearnDash, H5P, Event Calendars, etc…. Experience implementing responsive design and across platforms and browsers. Ability to convert mockups and wireframes into working web pages. Knowledge of how to interact with RESTful APIs and formats (JSON, XML) and build custom WP API endpoints. Desired - Salesforce Integration.. Proficient understanding of code versioning with Git. Good understanding of website architecture and aesthetics. Ability to project manage. Good communication skills. Collaborate with L&D, senior management, designers, and other project stakeholders.. Proactively scope and present new ideas to improve our website experience for prospects, leads, and customers.. . Requirements:. 4 years or more experience building and developing on the web. BA/BS degree or equivalent working experience.. Experienced knowledge of Wordpress.. Strong background with HTML5, CSS3, JavaScript, and jQuery.. Domain expertise in UI/UX best practices. You are a problem solver with everything you develop to improve our site’s experience and drive action.. Knowledge of responsive design and proponent of mobile first design. Personal interest in staying up to date on the latest trends, including agile methodology and emerging best practices in the UI community.. Be able to present a web portfolio or completed work.. . Extreme Networks, Inc. (EXTR) creates effortless networking experiences that enable all of us to advance. We push the boundaries of technology leveraging the powers of machine learning, artificial intelligence, analytics, and automation. Over 50,000 customers globally trust our end-to-end, cloud-driven networking solutions and rely on our top-rated services and support to accelerate their digital transformation efforts and deliver progress like never before. For more information, visit Extreme's website or follow us on Twitter, LinkedIn, and Facebook.. . We encourage people from underrepresented groups to apply. Come Advance with us! In keeping with our values, no employee or applicant will face discrimination/harassment based on: race, color, ancestry, national origin, religion, age, gender, marital domestic partner status, sexual orientation, gender identity, disability status, or veteran status. Above and beyond discrimination/harassment based on “protected categories,” Extreme Networks also strives to prevent other, subtler forms of inappropriate behavior (e.g., stereotyping) from ever gaining a foothold in our organization. Whether blatant or hidden, barriers to success have no place at Extreme Networks.","['ui/ux best practices', 'substantial prior experience working', 'marital domestic partner status', 'regularly attend coding meetings', 'improving existing codebase comprised', 'creates effortless networking experiences', 'cloud-driven networking solutions', 'face discrimination/harassment based', 'beyond discrimination/harassment based', 'build custom wp api endpoints']"
C#.Net ASP.Net T/SQL Developer,"Nashua, NH",Moxie Systems Inc,"Relocation/Travel packages are also available for skilled and committed candidates.
The candidates must possess strong knowledge of design and development on…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=9b9037cb1606f16d&fccid=18e93efb8546b7ab&vjs=3,"Please do send in your resume and contact number to recruiting@moxiesystems.com. Please mention the "" title, location"" of the position in the ""subject line"" of your email.. All candidates authorized to work in the US are encouraged to apply. We may consider visa sponsorship if necessary. Relocation/Travel packages are also available for skilled and committed candidates.. Moxiesystems is currently looking for a strong hands-on C#.Net.. Required Skills:. The candidates must possess strong knowledge of design and development on the front-end and the database side.. The position requires deep understanding and hands-on ability to program and write code in C#.Net. Strong GUI Development with ASP.Net is a must.. Extremely important to also have SQL Server. Development with T-SQL Stored Procedures. Must have excellent communication skills and client-interaction skills along with technical ability to convey correct code to the client in presentations.. Preferred Skills (candidates with these skills will be given higher preference):. Experience in XML, HTML, DHTML, JavaScript, and MS-SQL Server 2005/2008. Previous experience with Service Oriented Architecture (SOA) * SOAP web services. Previous experience in web portal integration work that includes:. Web Presentation;. Single-Sign on;. Authorization;. Content Management;. User Provisioning and 3rd party integration. Knowledge of advanced elements of the .Net Framework (data grids, custom paging, user controls, data caching and persistence, Remoting, Reflection, Serialization, and Security). Experience in the use of agile processes and test driven development.. Experience with version control tools (preferably Sourcegear Vault). 8+ years of application development and IT implementation experience. Plus Skills (Not immediately necessary, but will be good for extensions on new projects with the client):. SQL Server - ETL (DTS and/or SSIS) development. SQL Server - SSRS reporting services knowledge. WPF/WCF/WWF skills SilverLight or Sharepoint Services","['preferably sourcegear vault', '3rd party integration', 'client-interaction skills along', 'web portal integration work', 'ssrs reporting services knowledge', 'position requires deep understanding', 't-sql stored procedures', 'may consider visa sponsorship', 'candidates must possess strong knowledge', 'wpf/wcf/wwf skills silverlight']"
Full Stack Web Development Opportunity - Work from Home,"Manchester, NH",Performance,"Competitive hourly rates and Medical/Dental/Vision benefits are available.
During the COVID-19 pandemic, our engineers are working from home.",2 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=58985172c7b5f8b6&fccid=dd616958bd9ddc12&vjs=3,"Job Description:. . Performance Software is a medium-sized company with a great work/life balance, specializing in providing innovative embedded software to our client companies. We are looking for passionate Software Engineers who have done significant development work with Full Stack Web development. These are contract hourly positions that are expected to last over a year. Competitive hourly rates and Medical/Dental/Vision benefits are available.. . During the COVID-19 pandemic, our engineers are working from home.. . . Job Requirements:. . Significant Full Stack Web development experience. U. S. Citizenship. Experience with some of the following: Python, NodeJS, Java, Full Stack Dev, Cloud Dev, prefer Azure. Good verbal and written communication skills. Highly motivated and self-starting attitude. BS or advanced degree in Computer Science, Computer Engineering, Electrical Engineering, or Computer Systems Engineering or equivalent development experience. . About Performance:. Performance Software Corporation is engaged in the design of Real-time Embedded Software and Hardware. This includes Avionics and Space Exploration applications such as Synthetic Vision Cockpit Displays, Flight Management System Guidance and Navigation, Platforms, and Datalink Applications. Our customers are both Commercial and Defense-related avionics and rocketry suppliers/manufacturers. We have locations in Phoenix, AZ, New Orleans, LA, Grand Rapids, MI, Clearwater, FL, Bothell, WA, and Cedar Rapids, IA. We have been in business since 1998 and have been awarded INC Magazine 5000 Fastest Growing Companies and Best Places to Work for multiple years.. . To learn more about us: https://www.psware.com/careers/. . Performance Software Corporation is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, or genetic information. Performance Software Corporation is committed to providing access, equal opportunity and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. If you need reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please discuss this with your recruiter if you are selected for an interview.","['full stack dev', 'providing innovative embedded software', 'medical/dental/vision benefits', 'perform essential job functions', 'done significant development work', 'full stack web development', 'great work/life balance', 'real-time embedded software', 'synthetic vision cockpit displays', 'flight management system guidance']"
C#.Net ASP.Net T/SQL Developer,"Nashua, NH",Moxie Systems Inc,"Relocation/Travel packages are also available for skilled and committed candidates.
The candidates must possess strong knowledge of design and development on…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=9b9037cb1606f16d&fccid=18e93efb8546b7ab&vjs=3,"Please do send in your resume and contact number to recruiting@moxiesystems.com. Please mention the "" title, location"" of the position in the ""subject line"" of your email.. All candidates authorized to work in the US are encouraged to apply. We may consider visa sponsorship if necessary. Relocation/Travel packages are also available for skilled and committed candidates.. Moxiesystems is currently looking for a strong hands-on C#.Net.. Required Skills:. The candidates must possess strong knowledge of design and development on the front-end and the database side.. The position requires deep understanding and hands-on ability to program and write code in C#.Net. Strong GUI Development with ASP.Net is a must.. Extremely important to also have SQL Server. Development with T-SQL Stored Procedures. Must have excellent communication skills and client-interaction skills along with technical ability to convey correct code to the client in presentations.. Preferred Skills (candidates with these skills will be given higher preference):. Experience in XML, HTML, DHTML, JavaScript, and MS-SQL Server 2005/2008. Previous experience with Service Oriented Architecture (SOA) * SOAP web services. Previous experience in web portal integration work that includes:. Web Presentation;. Single-Sign on;. Authorization;. Content Management;. User Provisioning and 3rd party integration. Knowledge of advanced elements of the .Net Framework (data grids, custom paging, user controls, data caching and persistence, Remoting, Reflection, Serialization, and Security). Experience in the use of agile processes and test driven development.. Experience with version control tools (preferably Sourcegear Vault). 8+ years of application development and IT implementation experience. Plus Skills (Not immediately necessary, but will be good for extensions on new projects with the client):. SQL Server - ETL (DTS and/or SSIS) development. SQL Server - SSRS reporting services knowledge. WPF/WCF/WWF skills SilverLight or Sharepoint Services","['preferably sourcegear vault', '3rd party integration', 'client-interaction skills along', 'web portal integration work', 'ssrs reporting services knowledge', 'position requires deep understanding', 't-sql stored procedures', 'may consider visa sponsorship', 'candidates must possess strong knowledge', 'wpf/wcf/wwf skills silverlight']"
Software Developer Engineer in Test,"Andover, MA","Draeger Medical Systems, Inc.","Work within a team of developers and testers, system engineers, product owners, and technical leads to create test plans, automated test cases, and tools for…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=244f570f70da8e33&fccid=18ddee51e3effe8d&vjs=3,"The Job Responsibilities. At Draeger, our work is dedicated to protecting, supporting and saving lives. We are looking for a talented individual to join our patient monitoring team to help deliver new features and product enhancements that will improve patient outcomes and reduce the cost of medical care around the world.. We are looking for a skilled Sr. SDET (Software Developer Engineer in Test) with Python, C++, C# experience. This role will work in an iterative (agile) process and work in a very collaborative environment. If the idea of building automation into the test and development process excites you and you get excited by tough challenges and have a keen attention to detail, this is the role for you! The ideal candidate will have experience with automation frameworks, a strong understanding of whole product development best practices, and a passion for automation.. Responsibilities:. Work within a team of developers and testers, system engineers, product owners, and technical leads to create test plans, automated test cases, and tools for requirements verification and product validation.. Convert manual test cases to Python test cases on in-house test automation framework.. Create and validate internal tools for testing (python, C++, C#) as required for test automation. Your Qualifications. Requirements:. 7+ years’ experience in test automation on embedded systems.. Experience with Python and c++. 5+ years’ experience building maintainable and efficient automated tests in a CI/CD environment using python, Jira, git, and Jenkins.. Knowing QA best practices and how to create processes to drive quality in a product.. Experience in writing and executing verification plans for medical devices. Experience in scrum, Kanban, or SAFe a plus. BS Computer Science/Engineering and/or equivalent education.. The Dräger Workplace. Draeger is a leading international company in the fields of medical and safety technology. Whether in clinical applications, in industry, mining or emergency services: Draeger products protect, support and save lives. That's what our more than 13,000 employees have been striving for - every day for almost 130 years. Dräger - Technology for Life ®. Who we are. Draeger is a leading international company in the fields of medical and safety technology. Whether in clinical applications, in industry, mining or emergency services: Draeger products protect, support and save lives. That's what our more than 13,000 employees have been striving for - every day for almost 130 years. Dräger - Technology for Life ®. MON. What we offer. Additional/Voluntary Insurance. Education & Training. Health center and gym. Health Insurance. Retirement Savings. Special Assistance. Time Away. Workplace Wellness. Additional/Voluntary Insurance; Education & Training; Health center and gym; Health Insurance; Retirement Savings; Special Assistance; Time Away; Workplace Wellness. If you have any questions, please contact. E-Mail: usdraegercareers@draeger.com","['automated test cases', 'efficient automated tests', 'leading international company', 'convert manual test cases', 'help deliver new features', 'bs computer science/engineering', 'knowing qa best practices', 'in-house test automation framework', 'whole product development best practices', 'ci/cd environment using python']"
Backend Microsoft Developer,"Merrimack, NH",Connection,"5+ years of demonstrated ability in software development.
Experience with Agile software development processes and procedures.
Solid understanding of C# and .",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=ba5c3875cb9c6e62&fccid=f8a8108a00b363f6&vjs=3,"Working under general supervision of the Manager Software Engineering, relying on experience and judgement to plan and accomplish goals, the Backend Microsoft Developer is responsible for providing strategy, architectural innovation, and internal / external inter-system connectivity. The Developer works with business and technical leaders to drive our landscape to meet specific project requirements, as well as contribute to defining our long term strategic vision and road-map. Using a variety of skills and an entrepreneurial spirit, align with business partners and peer groups to define how to best leverage existing technology investments and integrate next generation technologies.. Requirements. Required Qualifications:. . Education: BS/MS in Computer Science or equivalent. 5+ years of demonstrated ability in software development. Solid understanding of C# and .NET Framework 4.0 or above.. Solid understanding of REST API design methodologies. Excellent knowledge of SQL and SQL Server. Experience with unit test development. Experience with Agile software development processes and procedures. Solid grasp of data structures, algorithms, and crafting for performance, scalability, and availability. Good problem solving, troubleshooting and interpersonal skills. Good analytical skills in assessing user, functional and technical requirements. Good English skills (both spoken and written). . Preferred Requirements:. . Experience with .NET Core. Experience with Azure cloud development. Experience with TFS/Azure DevOps/Git. Experience with XML/XSLT/SOAP","['xml/xslt/soap', 'azure cloud development', 'agile software development processes', 'meet specific project requirements', 'tfs/azure devops/git', 'long term strategic vision', 'integrate next generation technologies', 'rest api design methodologies', 'internal / external inter-system connectivity', 'best leverage existing technology investments']"
Software Development Engineer 1,"Concord, NH",Fortinet,You will also have a great opportunity to gain in-depth knowledge and experience working alongside some of the best and brightest software engineers in the…,30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=7a429b4d13d0e93f&fccid=28d99c55a9ebe7b6&vjs=3,"Fortinet, headquartered in Sunnyvale, California, with offices around the globe including Concord, NH. Fortinet’s mission is to deliver the most innovative, highest-performing network security fabric to secure and simplify your IT infrastructure. We are a leading global provider of network security appliances for carriers, data centers, enterprises, and distributed offices.. This is an individual contributor will have the opportunity to involve in the design, implementation and the integration for Fortinet Security devices. You will also have a great opportunity to gain in-depth knowledge and experience working alongside some of the best and brightest software engineers in the network security industry. This is a full stack development position.. . Job Responsibilities:. This person will participate in the development and maintenance of the Fortinet FortiNAC product.. The candidate will be responsible for all aspects of the software development life cycle for the applicable projects, including gathering requirements, design, implementation and deployment.. Ownership of significant areas of the code for both new feature/functionality development as well as to maintain/redesign of the existing areas of the products.. Continuous focus and contribution in the areas of performance, availability & scalability, reliability, and maintainability of the product.. Job Requirements:. Strong Java programming skills.. Knowledge of computer networking, security and third party integration.. Experience with database access.. Good team player and good communication skills.. Education requirement:. Bachelor degree in Computer Science or related field is required.. Master degree is preferred.. #GD. #LI-GL1","['brightest software engineers', 'good communication skills', 'network security appliances', 'network security industry', 'gain in-depth knowledge', 'software development life cycle', 'full stack development position', 'new feature/functionality development', 'strong java programming skills', 'highest-performing network security fabric']"
"MTS 2, Software Engineer","Concord, NH",PayPal,"Deliver code in an Agile software development.
You will be responsible for all aspects of the software development lifecycle.",9 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=47656a18140296d8&fccid=978d9fd9799d55a8&vjs=3,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.. Job Description Summary: PayPal Consistent Experience Framework team provides the technology capabilities that powers the one-time payment (checkout) and repeat payments (vaulted wallet) experiences. The software this team develops enables the most significant payment volume and fastest growing revenue area for the company. As a senior member of this team, you'll be defining the technical vision of our experience framework. You will execute upon and guide the team towards that vision. You will need to be able to architect & build solutions to problems with little guidance from others. You will focus on optimizing the web application for performance, define and implement shared components, and mentor members of the engineering team. You will be responsible for all aspects of the software development lifecycle. This is an opportunity to develop experiences that delight millions of consumers each day with a high impact to PayPal, our merchants, and their customers.. Job Description:. We’re looking for strong JavaScript skills and solid real-world experience. We are seeking candidates with a strong (node.js) server background as well as those with more front-end experience. Folks strong in either area are welcome to apply. We want candidates with a vision for how to empower customers by building delightful experiences. You should be familiar with the latest tools & practices popular in the community. We hope you’re passionate about these tools and can help us make decisions about which ones will work best for PayPal. We’re looking for leaders to help move the company forward. Experience managing or contributing to open-source projects would come in handy, so would any kind of high-profile work with many contributors & customers. People will look up to you on this team, so experience in mentoring and teaching would be helpful.. We are organized as a cross-functional team composed of Front End Engineers, Product Designers, & Back End Engineers and the ideal candidate has experience working closely with all three practices. We work in a “3-in-a-box” model where we work closely with the Design Lead, Tech Lead and Product Manager to build a well-rounded experience. We are remote friendly and have teammates all over US and value our diverse culture.. We do adopt a rapid iteration lean startup and rapid experimentation approach. It’s a very fast paced highly innovative environment and we love our work and take pride in it.. Our tech stack currently uses ReactJS + NodeJS + GraphQL. Communication is key to our process, and we don't want to hinder it with walls. Collaboration is key – since we work with multiple stakeholders and teams. We have no QA department - developers test, release and monitor their own code. We keep the team in sync with daily stand-ups and have regular retrospectives to discuss things that are going well and opportunities for improvements. We value unique perspectives brought by diverse backgrounds and experiences. A broad range of ideas and perspectives help us to create the best in class product.. Remote locations available: These positions can be hired remotely in most states for US based candidates. About you. You will be instrumental in helping scope out both the near-term experience for our merchants as well as the next generation of our platform and craft solutions capable of delivering billion of hits every day. We’d like to know that you thrive in a fast-paced environment and enjoy driving innovation through rapid prototyping and iterative development.. Required Skills:. 7-10 years of experience delivering enterprise class applications, with at least 3 most recent years working in JavaScript and NodeJS. Experience building single page applications with popular JS frameworks and libraries (React, Angular, Ember, Babel, Webpack, Lodash, etc.).. Solid understanding of object-oriented design and programming concepts, core JavaScript concepts like scope/closures, the event loop and asynchronous callbacks, promises. Able to navigate full stack development easily. Experience with HTML5, CSS3, Less, Bootstrap, and cross-browser and device development.. Experience in leading projects with dependency - including design and execution and improving processes in the team independently. Experience working with large scale applications, production rollouts, monitoring and debugging live issues. Experience with test automation: TDD, unit/integration/functional testing.. Have a passion for quality and writing clean, solid, readable code that scales and performs well.. Strong desire to learn, push the envelope, and share knowledge with others.. Strong debugging and problem-solving skills across the whole tech stack - language, databases, web servers and system environment.. Proven interpersonal communication skills. Responsibilities include:. Architect solutions and execution through hands-on development, quality-assurance, and prototyping. Deliver code in an Agile software development.. Participate in development life cycle activities like design, coding, testing and production release.. Partner closely with product, design, analytics and dependencies to craft great product experiences.. Participate and promote architectural initiatives, balancing long-term velocity with short-term customer needs.. Mentoring folks in the team and collaborating with other teams to deliver best in class product. Follow and be a strong advocate for clean code principles. Drive innovation through rapid prototyping and iterative development. Extra credit: Provide your GitHub account with your resume!. We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.. PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.","['balancing long-term velocity', 'short-term customer needs', '“3-in-a-box” model', 'experience delivering enterprise class applications', 'open-source projects would come', 'paypal provides equal employment opportunity', 'experience building single page applications', 'fast paced highly innovative environment', 'navigate full stack development easily', 'purpose-driven company whose beliefs']"
Software Engineer,"Salem, NH",ioMosaic Corporation,"M.S. degrees in software engineering with undergraduate degree in Chemical Engineering a plus.
Bachelor's degree or equivalent work experience in software…",16 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=b43c98668cafc0d7&fccid=625067d893556c3d&vjs=3,"Software Engineer. Job Purpose. ioMosaic is looking for a junior to mid-level Software Engineer with solid hands-on experience with SQL, C#, and ASP.NET development. The successful candidate will participate in the entire solution's lifecycle from research and development to deployment of enterprise applications with direct interaction with clients.. Duties and Responsibilities. Aid in the maintenance and on-going support of existing software applications, engaging users as necessary. Provide solutions to client defined data and reporting needs. Analyze manual processes and design programs to automate those processes. Design, code, test, document and write SQL stored procedures, and troubleshoot. Develop database-driven web interfaces for rapid, real-time information sharing. Collaboration with others to test and resolve issues with deliverables. Work on multiple projects providing development and maintenance work with limited direct supervision. Demonstrated commitment to continual learning while maintaining a knowledge base. Analysis, development and documentation of technical requirements. . Skills and Experience. Strong knowledge of C#, .NET, ASP.NET, ADO.NET, MVC2/3, .Net Framework, and Visual Studio 2008/2012. Strong analytical and creative problem-solving skills. Experience with relational database development using MS SQL server, stored procedures and competencies in data modeling and database design. Working knowledge of Web Services, .Net Framework and Applications, Windows Workflow Foundation, Security Vulnerabilities. Experience with AJAX, XML, XSL, XSLT, CSS, JavaScript, HTML and Web Services. Understanding and working knowledge of basic Internet protocols such as HTTP, SMTP, SOAP, POP, SSL. Minimum of 2 years of developing web-based applications. Strong communication skills. Previous experience with developing applications using Microsoft Products, i.e. Excel and MS Access is a plus. Team focused attitude. Ability to manage tasks, work both independently and with team members, and prioritize workload. Ability to meet deadlines and provide required data, documents and information to others as requested. Bachelor's degree or equivalent work experience in software engineering or related field. . M.S. degrees in software engineering with undergraduate degree in Chemical Engineering a plus","['windows workflow foundation', 'basic internet protocols', 'write sql stored procedures', 'mid-level software engineer', 'multiple projects providing development', 'real-time information sharing', 'creative problem-solving skills', 'developing web-based applications', 'develop database-driven web interfaces', 'developing applications using microsoft products']"
