job_title,job_location,company_name,job_salary,description_text,keywords
Formulation Scientist,"Islip, NY","Ascent Pharmaceuticals, Inc.",,"Ascent seeks Formulation Scientist in Central Islip, NY to research, develop and design drug formulations; develop experimental prototype formulations; work with advanced in-process equipment; develop/implement methods for making products at the required scale; implement formulation protocols, process controls & test procedures to assess production process; write process validation protocols & SOPs; evaluate literature/patents and develop non-infringing formulations; train chemists and laboratory technicians etc. Master’s degree or foreign equivalent in Pharmacy/ Chemistry or related and 3 years relevant work experience required.","['evaluate literature/patents', 'laboratory technicians etc', 'implement formulation protocols', 'design drug formulations', 'assess production process', 'develop experimental prototype formulations', 'develop non-infringing formulations', 'ascent seeks formulation scientist', 'advanced in-process equipment', 'process controls & test procedures']"
Research Scientist-Chemistry,"Corning, NY",Corning,,"Location: Corning, NY, US, 14831. Company: Corning. Requisition Number: 39910. . Corning is one of the world’s leading innovators in materials science. For more than 160 years, Corning has applied its unparalleled expertise in specialty glass, ceramics, and optical physics to develop products that have created new industries and transformed people’s lives.. . At Corning, our growth is fueled by a commitment to innovation. We succeed through sustained investment in research & development, a unique combination of material and process innovation, and close collaboration with customers to solve tough technology challenges. We are a four-time National Medal of Technology winner thanks to our technology leadership and R&D environment, which attract and enable the best scientific minds in the world. This pipeline of talent has brought life-changing innovation to your fingertips for more than 160 years.. . Scope of Position (i.e. projects involved with and role within group):. Research scientist in the magnetics group, with primary responsibility for all aspects of liquid NMR spectroscopy and eventually responsibility for EPR spectroscopy. Position involves some routine characterization of materials and small molecules, but mostly project work leveraging our problem solving and fundamental understanding of materials where NMR and EPR spectroscopies are preferred methods. Most of the NMR work is done in partnership with our Organic and Bio Research group, while EPR is deployed mainly across glass R&D.. Day to Day Responsibilities:. Primary responsibility for solution NMR instrument and all associated analysis, comprised mainly of 1H and 13C analysis of small molecules. Additionally, will be the primary contact for EPR spectroscopy and secondary contact for solid-state NMR. Lab management functions include scheduling service and supporting cryogen fills on four superconducting magnets. As part of the Characterization Sciences directorate in Global Research, this position involves substantial problem solving and some service work when NMR and EPR spectroscopies are requested.. Travel requirements (please note if international): Travel is only required when attending and presenting at scientific conferences. Most opportunities will not involve international travel.. Hours of work/work schedule/flex-time: Flexible schedule but required to be physically present during core hours of 9 a.m. to 3 p.m., Monday through Friday. Some weekends and holidays may require a few working hours to address magnet maintenance.. Education and Experience (minimum required for consideration): PhD in chemistry or closely associated field. Required Skills (These are skills that candidates must possess): Mastery of solution NMR techniques, including 1D and 2D experiments; working knowledge of EPR spectroscopy and applications in materials science. Desired Skills (these are the skills that would be nice for candidates to possess): Basic understanding of solid-state NMR; expertise in organic or polymer chemistry;. Soft Skills (Communication/Team/Leadership): excellent oral and written communication skills; track record of scientific publication and conference presentations.. . This position supports immigration sponsorship.. . . We prohibit discrimination on the basis of race, color, gender, age, religion, national origin, sexual orientation, gender identity or expression, disability, or veteran status or any other legally protected status.. . Nearest Major Market: Corning","['nearest major market', 'four superconducting magnets', 'brought life-changing innovation', 'solve tough technology challenges', 'four-time national medal', 'position supports immigration sponsorship', 'mostly project work leveraging', 'position involves substantial problem solving', 'deployed mainly across glass r&', 'work/work schedule/flex-time']"
Technician B - Pulmonary,"New York, NY",Columbia University,$863 a week,"Requisition no: 506742. Work type: Full Time. Location: Medical Center. School/Department: Medicine. Grade: Technical Grade 4. Categories: Research (Lab and Non-Lab). Job Type: Support Staff - Union. Bargaining Unit: SSA. Regular/Temporary: Regular. End Date if Temporary: n/a. Hours Per Week: 35. Salary Range: $863.08 per week. . Position Summary. . The Technician B will work on studies related to lung disease. S/he will provide support for several NIH and industry-funded studies.. . Responsibilities. . Assist with screening and enrolling subjects for clinical research studies by telephone and/or in-person. Collect and process research samples and/or specimens. Assist with administration of questionnaires or diaries as per protocol. Assist in review of documents for completeness and accuracy. Assist with communicating with the IRB, sponsor, CRO and FDA. Perform data entry and assist with ensuring data integrity and consistency. Perform other duties as assigned. . Minimum Qualifications. . Bachelor's degree in chemistry, biology or physics or related science or equivalent in education, training and experience.. Ability to maintain accurate and detailed records. Excellent communication skills. . Preferred Qualifications. . Phlebotomy certificate/training. At least 1 year of related experience. . Other Requirements. . The candidate selected for this position is required to undergo a drug screening test prior to a final. offer of employment being made. Participation in the medical surveillance program. Contact with patients and/or human research subjects. Potential bloodborne pathogen exposure. Successful completion of applicable compliance and systems training requirements. . Equal Opportunity Employer / Disability / Veteran. . Columbia University is committed to the hiring of qualified local residents.. . Applications open: Feb 26 2020 Eastern Standard Time. Applications close:","['clinical research studies', 'phlebotomy certificate/training', 'process research samples', 'medical surveillance program', 'industry-funded studies', 'ensuring data integrity', 'excellent communication skills', 'qualified local residents', 'drug screening test prior', 'potential bloodborne pathogen exposure']"
"Data Scientist, Growth","San Francisco, CA",Pinterest,,"About Pinterest:. . Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. As a Pinterest employee, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping users make their lives better in the positive corner of the internet.. . As a Data Scientist within the Growth Product Analytics and Data Science team, you will leverage data and automation to help Pinterest solve impactful business, marketing, and growth problems such as SEO, email & push notifications targeting, and lifetime value forecasting, churn prediction, causal inference, and more. We’re looking for a data scientist to help us connect Pinners to actionable content that improves the Pinner experience.. What you’ll do:. . Perform deep dive analyses to understand and optimize the key levers of our growth ecosystems. Design core metrics that serve as the North Stars for team efforts and model tradeoffs across product areas. Apply statistics, modeling and ML to improve the efficiency of systems and relevance algorithms across Growth Initiatives. Work with product managers and engineers to design data products and debug A/B experiments. . What we’re looking for:. . 4+ years of industry experience with proven ability to apply scientific methods to solve real-world problems on web scale data. Expert in at least one scripting language(Python/R). Proficient in SQL/Hive. Proven ability to apply scientific methods to solve real-world problems. Knowledgeable about the machine learning trade-offs and model evaluation. Ability to lead initiatives across multiple product areas and communicate findings with leadership and product teams. . #LI-KP1","['design core metrics', 'solve real-world problems', 'email & push notifications targeting', 'perform deep dive analyses', 'least one scripting language', 'machine learning trade-offs', 'help pinterest solve impactful business', 'model tradeoffs across product areas', 'find new ideas every day', 'relevance algorithms across growth initiatives']"
Data Scientist,"San Francisco, CA",Microcred,,"Medium’s mission is to help people deepen their understanding of the world and discover ideas that matter. We are building a place where ideas are judged on the value they provide to readers, not the fleeting attention they can attract for advertisers. We are creating the best place for reading and writing on the internet—a place where today’s smartest writers, thinkers, experts, and storytellers can share big, interesting ideas.. . We are looking for a Data Scientist who will help us build a new future for the written word on the web, as part of a team that translates data into actionable insights. Broadly, Data Scientists at Medium focus on analysis — interpreting data, sharing insights, and developing models that improve the product. We work together to analyze patterns at a macro level, answering questions the rest of the company hasn’t thought to ask yet.. . You’ll spend most of your time working on a product team: a group of engineers, designers, a product manager, and you, the Data Scientist, all working together in a small group to build new features. You’ll extract key data and findings, define metrics, evaluate A|B tests, identify opportunities based on the data, and share new insights that no one considered before. You’ll bring data to bear on a set of thorny questions at the intersection of tech and media, helping us grow our ecosystem of readers and writers and build a new economic model for written content.. On the day to day, you will. Partner with a diverse range of stakeholders in editorial, engineering, marketing and product management to extract actionable insight from our usage data. Be an organization-wide advocate for evidence-based decision-making and the use of data. Build dashboards and reports that provide visibility into how people use our products.. Build statistical models that help us understand the ins and outs of how users experience our products. Design and analyze experiments to answer key business questions.. Build data pipelines and models that enable incisive analyses and performant data visualizations. You should have. 2+ years of experience doing quantitative analysis at a consumer-facing technology company. Experience with data pipelining, from data preparation to analysis to deployment. Experience writing and optimizing complex SQL queries on large data sets. Knowledge of inferential statistics, especially in an experimentation setting (hypothesis testing, power analysis, experimental design). Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product. Experience manipulating large data sets through SQL or Python. Nice to have. Development experience in Python. Experience developing in Looker. Natural Language processing (NLP) with large data sets. Experience in big data technologies like Spark. At Medium, we foster an inclusive, supportive, fun yet challenging team environment. We value having a team that is made up of a diverse set of backgrounds and respect the healthy expression of diverse opinions. We embrace experimentation and the examination of all kinds of ideas through reasoning and testing. Come join us as we continue to change the world of digital media. Medium is an equal opportunity employer.. . Interested? We'd love to hear from you.. . Please note that communication regarding your application, interviews, and job offers will only come from e-mail addresses ending in""@medium.com"". Anything else is not a legitimate outreach.","['equal opportunity employer', 'identify opportunities based', 'large data sets', 'answer key business questions', 'consumer-facing technology company', 'optimizing complex sql queries', 'evidence-based decision-making', 'e-mail addresses ending', 'experience manipulating large data sets', 'fun yet challenging team environment']"
Data Scientist,"San Francisco, CA",Medium,,"Medium’s mission is to help people deepen their understanding of the world and discover ideas that matter. We are building a place where ideas are judged on the value they provide to readers, not the fleeting attention they can attract for advertisers. We are creating the best place for reading and writing on the internet—a place where today’s smartest writers, thinkers, experts, and storytellers can share big, interesting ideas.. . We are looking for a Data Scientist who will help us build a new future for the written word on the web, as part of a team that translates data into actionable insights. Broadly, Data Scientists at Medium focus on analysis — interpreting data, sharing insights, and developing models that improve the product. We work together to analyze patterns at a macro level, answering questions the rest of the company hasn’t thought to ask yet.. . You’ll spend most of your time working on a product team: a group of engineers, designers, a product manager, and you, the Data Scientist, all working together in a small group to build new features. You’ll extract key data and findings, define metrics, evaluate A|B tests, identify opportunities based on the data, and share new insights that no one considered before. You’ll bring data to bear on a set of thorny questions at the intersection of tech and media, helping us grow our ecosystem of readers and writers and build a new economic model for written content.. On the day to day, you will. Partner with a diverse range of stakeholders in editorial, engineering, marketing and product management to extract actionable insight from our usage data. Be an organization-wide advocate for evidence-based decision-making and the use of data. Build dashboards and reports that provide visibility into how people use our products.. Build statistical models that help us understand the ins and outs of how users experience our products. Design and analyze experiments to answer key business questions.. Build data pipelines and models that enable incisive analyses and performant data visualizations. You should have. 2+ years of experience doing quantitative analysis at a consumer-facing technology company. Experience with data pipelining, from data preparation to analysis to deployment. Experience writing and optimizing complex SQL queries on large data sets. Knowledge of inferential statistics, especially in an experimentation setting (hypothesis testing, power analysis, experimental design). Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product. Experience manipulating large data sets through SQL or Python. Nice to have. Development experience in Python. Experience developing in Looker. Natural Language processing (NLP) with large data sets. Experience in big data technologies like Spark. At Medium, we foster an inclusive, supportive, fun yet challenging team environment. We value having a team that is made up of a diverse set of backgrounds and respect the healthy expression of diverse opinions. We embrace experimentation and the examination of all kinds of ideas through reasoning and testing. Come join us as we continue to change the world of digital media. Medium is an equal opportunity employer.. . Interested? We'd love to hear from you.. . Please note that communication regarding your application, interviews, and job offers will only come from e-mail addresses ending in""@medium.com"". Anything else is not a legitimate outreach.","['equal opportunity employer', 'identify opportunities based', 'large data sets', 'answer key business questions', 'consumer-facing technology company', 'optimizing complex sql queries', 'evidence-based decision-making', 'e-mail addresses ending', 'experience manipulating large data sets', 'fun yet challenging team environment']"
"Associate Data Scientist, Data Modeling","San Francisco, CA","Williams-Sonoma, Inc.",,"At Williams Sonoma, our brand promise is to nourish people's lives. This mission inspires us, informs our strategy, and makes us special. You will engage our customers as part of the Marketing Strategy & Analytics team through data reporting and insights development. Our team ensures that we are engaging with our customers at the right time and in the right place by always measuring and improving upon our success. You will love working with incredible marketers across the company and through our strategic partners.. We hope you're interested in building a home with us. Even if you don't feel that you meet every requirement listed in this job description, we still encourage you to apply.. About the Marketing Team. At Williams Sonoma, our brand promise is to nourish people's lives. This mission inspires us, informs our strategy, and makes us special. You will engage our customers as part of the Marketing Strategy & Analytics team through data reporting and insights development. Our team ensures that we are engaging with our customers at the right time and in the right place by always measuring and improving upon our success. You will love working with incredible marketers across the company and through our strategic partners.. Overview of the Associate Data Scientist, Data Modeling role. You will work closely with other senior data scientists on the team to enhance our products, develop new tools, and create actionable insights. You will also collaborate with cross-functional teams in an omnichannel marketing organization and be exposed to various full technology stacks (MarTech, AdTech, FinTech, etc.). Your day-to-day work will include, but not limited to data modeling, mining, analysis and presentation of your work to the team. This role requires you to have a healthy amount of intellectual curiosity, creativity, and an innovative mindset.. Responsibilities. Build supervised statistical models using techniques and algorithms such as regression, clustering, tree-based, non-linear, and much more. Enhance, develop, and maintain existing models by improving the accuracy, features, functions and the variable selection. Manage data integrity, preparation, cleansing, and formatting for senior peers. Own data quality assurance and management protocols/processes. Develop and maintain dashboards, documentation, and reporting. Scale and automate analyses for marketing across 7 brands. Support adhoc and recurring requests for multiple cross-functional teams. Propose testing plans and frameworks such as A/B/n or Multi-armed bandit testing. Operate a computer and communicate via telephone. Transport materials and equipment and lift, move and carry objects up to 50 pounds on a limited basis. Criteria. Bachelors' Degree or higher education in Statistics, Biostatistics, Computer Science, Statistics, Applied Mathematics, Physical Sciences, Economics, or a related technical field. 1+ years of professional experience in data modeling, analytics, market research, or other data-centric role. Data Modeling experience using statistics and machine learning to solve complex business problems such as forecasting, time series, hypothesis testing, classification, clustering, regression analysis, experimental design (A/B testing), and model evaluation.. Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, Scikit-learn, dplyr, or ggplot2.. A strong track record of performing data analysis using Python (numpy, pandas, scikit-learn, etc.), SQL, and a strong awareness for data quality control. Strong attention to details and problem-solving abilities. The versatility and willingness to learn new technologies on the job. The ability to clearly communicate complex results to technical and non-technical audiences. Experience building robust production-ready supervised/unsupervised ML models, such as Random Forest, xgboost, SVM, DNN, K-means, PCA, to solve real-world problems (Not Required). Experience working in a cloud environment, such as Azure, GCP, AWS is a plus (Not Required). Ability to perform work onsite in the San Francisco office full-time pending state, local, and Company return-to-work guidance during and after the COVID-19 pandemic.. We believe in People First. We firmly believe that working in a culture focused on diversity, equity, and inclusion spurs innovation, creates healthy and high-performing teams, and delivers superior customer experiences. Our DEI initiatives prompt associate participation and engagement, aligning with our core vision to reflect the communities where we do business and put people first.. Benefits Just for You. Depending on your position and your location, here are a few highlights of what you might be eligible for:. A generous discount on all Williams-Sonoma, Inc. brands. A 401(k) plan and other investment opportunities. Paid vacations, holidays, and time off to volunteer. Health benefits, dental and vision insurance, including same-sex domestic partner benefits. Tax-free commuter benefits. A wellness program that supports your physical, financial and emotional health. Your Journey in Continued Learning. In-person and online learning opportunities through WSI University. Cross-brand and cross-function career opportunities. Resources for self-development. Advisor (Mentor) program. Career development workshops and learning programs. Speaker series. WSI will not now or in the future commence an immigration case or ""sponsor"" an individual for this position (for example, H-1B or other employment-based immigration. This role is not eligible for relocation assistance.. Williams-Sonoma, Inc. is an Equal Opportunity Employer. Williams-Sonoma, Inc. will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance, or other applicable state or local laws and ordinances.. Our Company. . . Founded in 1956, Williams-Sonoma, Inc. is the premier specialty retailer of high-quality products for the kitchen and home in the United States. Our family of brands are Williams Sonoma, Williams Sonoma Home, Pottery Barn, Pottery Barn teen, pottery barn kids, Rejuvenation, Mark & Graham, west elm, or Outward. These brands are among the best known and most respected in the industry. We offer beautifully-designed, stylish and functional products for every area of the home, including the kitchen, living room, bedroom, home office, closet, laundry room and even outdoor spaces. We've seen some big changes since our first brick-and-mortar store opened more than half of a century ago. What hasn't changed is our passion for high-quality products, functional design, outstanding customer service, and enhancing the lives of our customers and the communities where we operate. Today, we're a multi-brand, multi-channel, global enterprise supported by state-of-the-art technology and some of the most talented teams in retailing - and we're always looking for new energy and ideas.","['data modeling experience using statistics', 'solve real-world problems', 'various full technology stacks', 'performing data analysis using python', 'company return-to-work guidance', 'state-of-the-art technology', 'dei initiatives prompt associate participation', 'san francisco fair chance ordinance', 'including same-sex domestic partner benefits', 'first brick-and-mortar store opened']"
"Data Scientist, Experimentation","San Francisco, CA",Pinterest,,"About Pinterest:. . Pinterest brings millions of people the inspiration to create a life they love. To evolve this mission our product and engineering teams need to innovate. The key to understanding how innovation on the product will change our business is through measurement, and the faster we can evaluate these ideas, the faster we can innovate. Experimentation is at the core of this evaluation - and both implicit (obtaining feedback from pinners through their engagement with changes) and explicit (obtaining labels from human evaluators or Pinners on questions about the content or change) signals can be used to evaluate the success of the idea.. . Teams within Pinterest run thousands of such experiments each year, but there is a substantial opportunity to improve the value derived from each experiment and the speed at which we unlock this value; impact in this space transforms both the productivity of our teams and the speed of innovation at the company. We are looking for a highly technical Data Scientist who is passionate about driving innovation to join a small team of data scientists to shape and evolve our experimentation tooling and our culture of experimentation.. . What you’ll do:. . Solve key challenges in the experimentation space - from increasing the sensitivity of measurement - to developing techniques that shed insight into why an experiment did not perform as expected - to shaping the metrics we use to measure the value a new product innovation will provide to Pinners or advertisers. Collaborate with data scientists, engineers and product partners to build and evolve the tools that enable us to evaluate and interpret experimental data at scale. Understand our opportunity for improvement by analyzing data across thousands of past experiments to identify patterns and insights that determine the problems we tackle next. Shape and evolve the culture of experimentation across the company through a well-articulated understanding of the limitations in place today and the value that will be derived from change. . What we’re looking for:. . Advanced degree in a quantitative field with 4+ years of industry experience and a proven track record of applying statistical methods to solve real-world problems using big data. Experience working with experimentation, measurement or human evaluation platforms and a past experience related to the evolution of these platforms. Track record of influencing others through data. Demonstrated execution and impact on initiatives that cross multiple product areas and interface with leadership and product teams. Self-propelled continuous learner who keeps up with new tools and methodologies and builds prototypes with concepts learned. Expertise in at least one scripting language (ideally Python/R). . #LI-KP","['engineering teams need', 'pinterest brings millions', 'applying statistical methods', 'ideally python/r', 'analyzing data across thousands', 'cross multiple product areas', 'highly technical data scientist', 'self-propelled continuous learner', 'least one scripting language', 'teams within pinterest run thousands']"
Data Science Intern,"San Francisco, CA",Pinterest,,"About Pinterest:. . Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. As a Pinterest employee, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping users make their lives better in the positive corner of the internet.. We’re looking for a data scientist intern to help build and scale Pinterest’s approach to experimentation so we can accelerate innovation on our product. You’ll apply quantitative analysis, statistical techniques and data mining skills to understand the limitations of running hundreds of simultaneous experiments, help us draw reliable insights with a fraction of the data, enable us to simplify the interpretation of experiments, and scale the number of experiments we run at Pinterest.. . What you’ll do:. . Dive into the code base on your very first day. Work on high impact projects and help build the future of Pinterest. Collaborate with engineers across our organization to build new features from scratch. Continually grow both professionally and personally through various learning and development opportunities. . What we’re looking for:. . Currently pursuing a degree in a quantitative field. Preferred candidates are pursuing advanced degrees in statistics, math, economics, applied sciences, or computer science. Experience using Python or R; SQL a plus. Excellent communication skills and the ability to tell a complete narrative using data to a variety of audiences. Ability to connect data analysis to real business problems, in order to impact business performance. Must be graduating December 2021 or later. . #LI-KR1","['connect data analysis', 'helping users make', 'draw reliable insights', 'high impact projects', 'excellent communication skills', 'real business problems', 'impact business performance', 'experience using python', 'complete narrative using data', 'find new ideas every day']"
Junior Data Scientist,"San Francisco, CA",LexisNexis Legal & Professional,,"Who We Are:. Knowable is the market leader in turning contracts into structured data, and now we are building an ML based analytics platform to transform the way business leaders interact with their contracts. By converting contracts, unstructured legal language, into structured data, we help clients understand risk and identify opportunities. Knowable started as a product at Axiom Law, a start up that became the industry leader in alternative legal services. Now, financially backed by legal technology giant LexisNexis, we are transforming from services to a technology platform that leverage the latest in ML and NLP to render our already best in class workforce even better and more efficient. With 10 years of data collection and training data creation, we are poised to take the lead in the emerging market of Contract Analytics.. Come join a company with the best of all worlds, a start up like culture with a proven sales and revenue model, and serious financial backing. We are building for a future that is quickly happening – join us and be part of that transformation!. We are seeking a Junior Data Scientist to join our R&D Team, the location is flexible . Come be a part of it!. The Role:. As a Data Scientist on the Knowable team, you will work on new product development in a very small team environment writing production code for both run-time and build-time. You should feel comfortable as a developer in addition to your abilities with pure data. You will prototype new ideas and build-out existing systems, collaborating with other data scientists, product managers, front-end developers, and a dedicated full-time team of data annotators. You will get the experience of working in a start-up culture with the larger datasets and other resources of an established company through our partnership with RELX.. This role reports to our lead of Data Scientist who is based in the Bay Area (CA).. Location:. Knowable has developer offices in San Francisco, Seattle, and Nashville. Remote candidates are also encouraged to apply.. RESPONSIBILITIES. Develop and implement NLP-based information extraction solutions. Propose and identify trade-offs of various algorithmic solutions. Interface with other team members to finalize requirements and translate them into software designs.. Successfully implement development processes, coding best practices, and code reviews for production environments.. TYPICAL QUALIFICATIONS. MS in Computer Science, Statistics, Machine Learning, or another Data Science related field. DATA SCIENCE AND NLP SKILLS. Formal training in dimensionality reduction, clustering, and sequence classification algorithms. Practical training in standard NLP methods and tools (OpenNLP, gensim, tensorflow, DJL, etc.). USEFUL TECHNICAL SKILLS. Scala / Python / NodeJS Familiarity. Functional Programming interest highly preferred.. Understanding of data modeling principles.. Working with complex, shifting data models.. Cloud Development (AWS). Knowledge of Spark, or other distributed computing systems.. Knowable is an Equal Opportunity Employer.. For more info: https://www.knowabledata.com/. Knowable is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com .. Please read our Candidate Privacy Policy. Knowable’s approach to due diligence and integration activities is designed to unlock the value embedded in contract and answer the questions that matter most.. Knowable’s clients, including many of the most sophisticated and frequent corporate transactors in the world, know that a more strategic approach to contract diligence increases deal value. We agree!","['dedicated full-time team', 'legal technology giant lexisnexis', 'help clients understand risk', 'way business leaders interact', 'class workforce even better', 'successfully implement development processes', 'contract diligence increases deal value', 'another data science related field', 'functional programming interest highly preferred', 'implement nlp-based information extraction solutions']"
Data Scientist,"San Francisco, CA",Blue Owl,"$250,000 - $375,000 a year","Our Mission. We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.. . Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.. . Job Requirements. You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.. Option one - Telematics ML. Machine learning: Kaggle grandmaster-level skills with history of deploying models to production. Telematics experience: You have led telematics modeling at a major company known for telematics. Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns. Option two - Telematics DL. Deep learning: Experience contributing new deep learning research to solve previously unsolved problems. Telematics experience: You have led telematics modeling at a major company known for telematics. Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns. Option Three - Contact Center Optimization. Contact center knowledge: You are an expert at using data science methods to optimize contact centers. Machine learning: Strong understanding of ML theory with significant applied experience. Software development in Python: Strong scientific Python skills using pandas, scikit-learn, and statsmodels, as well as strong understanding of model deployment patterns. More details. Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience, talent and location. We do not offer equity.. Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Our office building offers on-site shower and bike stalls, and panoramic views of San Francisco.. Location: Due to COVID-19 our teams are all working remotely through 2020. We provide an in-home office set-up including laptop, monitor, ergonomic desk, chair and other items as needed. Location: Post COVID-19: San Francisco, CA near Montgomery Bart Station. All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.. .  If you are a San Francisco resident, please read the City and County of San Francisco's Fair Chance Ordinance notice.. https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf","['cloud-native insurtech solution', 'solve previously unsolved problems', 'great work-life balance', 'in-home office set-', 'fair chance ordinance notice', 'san francisco fair chance ordinance', 'pay top-of-market salaries', 'ca near montgomery bart station', 'office building offers on-site shower', 'org/olse/sites/default/files/fco%20poster2020']"
University Grad Data Scientist,"San Francisco, CA",Pinterest,,"About Pinterest:. . Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. As a Pinterest employee, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping users make their lives better in the positive corner of the internet.. . We’re looking for a Data Scientist to help us connect Pinners to actionable content that improves the Pinner experience. You’ll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products.. . What you’ll do:. . Perform deep dive analysis to understand and optimize our product. Design core metrics that serve as the North Stars for team efforts and model trade offs across product areas. Explore alternative experimentation techniques to help internal teams evaluate their ideas faster. Apply statistics, modeling, and ML to improve the efficiency of systems and relevance algorithms across Search, Home Feed, and Related Pins. Work with product managers and engineers to design data products and debug A/B experiments. . What we're looking for:. . Expertise in at least one scripting language, and proficiency in SQL/Hive. Knowledgeable about the machine learning trade-offs and model evaluation. Experience applying scientific methods to solve-real-world problems on web scale data is a plus. Excellent communication skills and the ability to tell a complete narrative using data to a variety of audiences. Ability to connect data analysis to real business problems in order to impact business performance. MS/PhD degree in Statistics, Industrial Engineering, CS, Math, Operations Research, Computational Biology, Computational Physics. . #LI-KR1","['relevance algorithms across search', 'help internal teams evaluate', 'solve-real-world problems', 'complete narrative using data', 'experience applying scientific methods', 'perform deep dive analysis', 'explore alternative experimentation techniques', 'least one scripting language', 'machine learning trade-offs', 'find new ideas every day']"
